, options [nop,nop,TS val 4231069619 ecr 3863754939], length 0
16:29:11.045091 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1121904, win 168, options [nop,nop,TS val 4231069620 ecr 3863754939], length 0
16:29:11.045335 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1123440, win 156, options [nop,nop,TS val 4231069620 ecr 3863754939], length 0
16:29:11.045682 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1124976, win 144, options [nop,nop,TS val 4231069620 ecr 3863754940], length 0
16:29:11.046033 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1126512, win 132, options [nop,nop,TS val 4231069620 ecr 3863754940], length 0
16:29:11.046465 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1128560, win 116, options [nop,nop,TS val 4231069621 ecr 3863754940], length 0
16:29:11.046550 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1130096, win 104, options [nop,nop,TS val 4231069621 ecr 3863754940], length 0
16:29:11.046773 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1131632, win 92, options [nop,nop,TS val 4231069621 ecr 3863754941], length 0
16:29:11.046996 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1133168, win 80, options [nop,nop,TS val 4231069621 ecr 3863754941], length 0
16:29:11.047079 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1134704, win 68, options [nop,nop,TS val 4231069622 ecr 3863754941], length 0
16:29:11.047199 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1136240, win 56, options [nop,nop,TS val 4231069622 ecr 3863754941], length 0
16:29:11.047486 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1137776, win 44, options [nop,nop,TS val 4231069622 ecr 3863754942], length 0
16:29:11.047823 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1139312, win 32, options [nop,nop,TS val 4231069622 ecr 3863754942], length 0
16:29:11.054216 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1143168, win 2, options [nop,nop,TS val 4231069629 ecr 3863754942], length 0
16:29:11.129940 IP 92.63.197.21.58687 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.59917: Flags [S], seq 2136930870, win 1024, length 0
16:29:11.130529 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421 > 67.207.67.3.domain: 13494+ [1au] PTR? 21.197.63.92.in-addr.arpa. (54)
16:29:11.130580 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350 > 67.207.67.3.domain: 38058+ [1au] PTR? 21.197.63.92.in-addr.arpa. (54)
16:29:11.130624 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788 > 67.207.67.3.domain: 240+ [1au] PTR? 21.197.63.92.in-addr.arpa. (54)
16:29:11.133924 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421: 13494 NXDomain 0/1/1 (114)
16:29:11.134110 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421 > 67.207.67.3.domain: 13494+ PTR? 21.197.63.92.in-addr.arpa. (43)
16:29:11.134265 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350: 38058 NXDomain 0/1/1 (114)
16:29:11.134307 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350 > 67.207.67.3.domain: 38058+ PTR? 21.197.63.92.in-addr.arpa. (43)
16:29:11.134396 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788: 240 NXDomain 0/1/1 (114)
16:29:11.134429 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788 > 67.207.67.3.domain: 240+ PTR? 21.197.63.92.in-addr.arpa. (43)
16:29:11.137019 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350: 38058 NXDomain 0/1/0 (103)
16:29:11.137487 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788: 240 NXDomain 0/1/0 (103)
16:29:11.137796 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421: 13494 NXDomain 0/1/0 (103)
16:29:11.273544 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1143168:1143424, ack 1, win 501, options [nop,nop,TS val 3863755180 ecr 4231069629], length 256
16:29:11.737056 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1225152:1225408, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737094 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1225408:1225664, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737136 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1225664:1225920, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737176 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1225920:1226176, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737215 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1226176:1226432, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737260 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1226432:1226688, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737304 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1226688:1226944, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737343 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1226944:1227200, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737383 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1227200:1227456, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737421 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1227456:1227712, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737460 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1227712:1227968, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737498 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1227968:1228224, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737538 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1228224:1228480, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737577 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1228480:1228736, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737616 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1228736:1228992, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737656 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1228992:1229248, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737698 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1229248:1229504, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737737 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1229504:1229760, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737776 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1229760:1230016, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737815 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1230016:1230272, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737855 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1230272:1230528, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737894 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1230528:1230784, ack 1, win 501, options [nop,nop,TS val 3863755644 ecr 4231070308], length 256
16:29:11.737936 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1230784:1231040, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.737976 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1231040:1231296, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738016 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1231296:1231552, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738055 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1231552:1231808, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738096 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1231808:1232064, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738147 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1232064:1232320, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738188 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1232320:1232576, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738228 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1232576:1232832, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738269 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1232832:1233088, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738310 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1233088:1233344, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738349 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1233344:1233600, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738388 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1233600:1233856, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738428 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1233856:1234112, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738483 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1234112:1234368, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738524 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1234368:1234624, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738563 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1234624:1234880, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738610 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1234880:1235136, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738657 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1235136:1235392, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738696 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1235392:1235648, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738735 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1235648:1235904, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738775 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1235904:1236160, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738817 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1236160:1236416, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738856 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1236416:1236672, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738895 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1236672:1236928, ack 1, win 501, options [nop,nop,TS val 3863755645 ecr 4231070308], length 256
16:29:11.738934 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1236928:1237184, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.738972 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1237184:1237440, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739013 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1237440:1237696, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739053 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1237696:1237952, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739091 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1237952:1238208, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739130 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1238208:1238464, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739170 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1238464:1238720, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739210 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1238720:1238976, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739250 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1238976:1239232, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739288 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1239232:1239488, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739326 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1239488:1239744, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739365 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1239744:1240000, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739404 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1240000:1240256, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739442 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1240256:1240512, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739480 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1240512:1240768, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739521 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1240768:1241024, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739560 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1241024:1241280, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739599 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1241280:1241536, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739638 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1241536:1241792, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739677 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1241792:1242048, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739716 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1242048:1242304, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739755 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1242304:1242560, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739793 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1242560:1242816, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739832 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1242816:1243072, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739871 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1243072:1243328, ack 1, win 501, options [nop,nop,TS val 3863755646 ecr 4231070308], length 256
16:29:11.739910 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1243328:1243584, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.739949 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1243584:1243840, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.739988 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1243840:1244096, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740027 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1244096:1244352, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740066 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1244352:1244608, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740106 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1244608:1244864, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740146 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1244864:1245120, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740186 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1245120:1245376, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740225 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1245376:1245632, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740276 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1245632:1245888, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740316 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1245888:1246144, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740356 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1246144:1246400, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740397 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1246400:1246656, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740437 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1246656:1246912, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740476 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1246912:1247168, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740517 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1247168:1247424, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740557 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1247424:1247680, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740597 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1247680:1247936, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740636 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1247936:1248192, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740674 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1248192:1248448, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740713 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1248448:1248704, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740752 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1248704:1248960, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740792 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1248960:1249216, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740832 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1249216:1249472, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740871 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1249472:1249728, ack 1, win 501, options [nop,nop,TS val 3863755647 ecr 4231070308], length 256
16:29:11.740924 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1249728:1249984, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.740970 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1249984:1250240, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741009 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1250240:1250496, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741046 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1250496:1250752, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741084 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1250752:1251008, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741122 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1251008:1251264, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
